0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	12	31	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	171	115	12	48	0	0	0	0	0	0	
0	0	0	218	155	43	0	37	0	0	0	0	0	0	
0	0	0	0	0	0	0	2	11	8	0	0	0	0	
0	0	0	0	0	0	0	129	0	25	0	0	0	0	
149	0	0	0	0	0	0	0	0	14	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	5	0	0	0	0	0	0	
0	0	0	57	4	0	276	26	37	0	13	0	0	0	
0	0	0	0	10	0	0	111	0	0	0	0	0	0	
3	0	0	4	0	0	0	5	0	0	0	46	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	232	0	0	0	0	11	0	0	0	0	99	0	
0	0	0	0	0	0	0	0	0	0	0	11	0	0	
36	288	32	0	0	0	0	0	0	0	14	9	2	56	
0	0	0	0	0	0	0	31	0	0	0	0	0	0	
