0	12	0	2045.5
1	9.19	462.5	1972.6
2	12.27	1172.5	1457.4
3	20.69	1172.5	1554.8
4	26.82	1472.5	962.6
5	27.35	1235	1443.6
6	13.81	1010	1668.6
7	17.31	1680	949.9
8	16.42	1680	852.5
9	9.83	1930	164.2
10	8.63	1330	374.5
11	8.87	1330	179.7
12	8.35	1150	213.6
13	16.44	240	1074.9
14	16.19	240	880.1
15	8.87	240	782.7
16	8.65	240	734
17	8.11	240	636.6
18	8.25	0	827.9
19	8.1	0	730.5
20	8.14	0	730.5
21	8.13	0	779.2
22	8.34	0	1120.1
23	9.35	0	1509.7
