0	11	22	7	33	9	1	19	13	9	3	4	21	13	
8	11	33	30	10	27	13	15	47	5	4	6	3	3	
9	31	17	27	29	19	1	47	18	5	2	1	7	3	
4	10	0	6	7	18	17	14	4	0	11	15	8	10	
0	5	12	8	11	38	1	0	21	8	3	2	3	2	
0	10	13	29	6	1	27	28	40	1	5	1	2	5	
8	21	17	6	1	23	0	34	12	7	2	3	0	2	
0	5	5	23	20	14	6	10	31	0	1	1	0	2	
3	13	8	4	32	2	20	17	16	1	1	1	1	3	
0	7	15	3	3	14	6	3	0	1	2	1	1	0	
1	15	1	0	17	10	3	5	3	1	3	0	0	1	
8	5	15	0	4	9	0	2	1	0	1	9	8	15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	24	6	2	9	3	25	6	1	3	1	2	0	0	
9	5	0	1	16	4	14	3	1	1	5	0	3	0	
22	15	30	4	33	9	8	19	0	2	4	4	8	10	
3	12	10	30	38	5	5	25	1	1	2	6	0	1	
5	4	17	0	2	8	33	44	1	2	0	9	5	1	
4	8	24	1	8	0	7	21	1	0	3	1	2	3	
1	7	6	24	50	11	12	2	1	4	0	1	4	0	
2	11	0	16	12	1	2	5	1	2	0	0	4	0	
2	18	7	9	0	5	8	1	6	0	0	0	0	2	
3	2	3	23	0	1	0	2	1	0	1	2	0	0	
11	11	17	1	0	5	8	2	0	4	0	3	1	2	
