8	12	56	66	7	19	3	36	23	5	1	1	8	12	
2	17	18	25	50	15	14	22	8	3	13	7	7	7	
7	41	20	27	48	14	24	45	16	1	0	5	2	3	
2	10	1	9	34	33	8	13	52	7	1	4	5	1	
0	0	7	1	4	14	4	1	51	1	0	2	1	17	
0	26	22	3	7	8	7	3	0	5	5	16	4	1	
1	8	4	0	8	10	10	10	2	3	2	1	0	1	
2	3	3	6	0	11	9	15	11	2	1	1	1	12	
0	4	12	3	18	15	7	23	9	0	1	0	4	6	
2	7	5	5	5	20	15	24	0	2	2	4	1	1	
1	11	6	3	16	17	0	11	15	6	3	2	4	0	
1	11	22	3	10	1	1	1	1	2	0	1	6	4	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	
3	16	3	15	13	1	8	5	2	1	2	10	2	3	
5	12	10	2	14	5	19	21	1	2	5	6	8	2	
38	7	6	11	54	5	15	46	1	1	2	1	10	1	
0	5	36	17	13	21	10	0	1	5	4	1	0	1	
7	1	11	1	11	3	2	43	2	2	0	2	0	0	
5	22	8	7	6	3	21	5	0	0	1	1	0	0	
5	22	3	24	10	3	15	15	3	2	2	2	3	0	
1	22	25	4	9	0	6	0	2	1	1	2	1	2	
2	6	1	2	0	3	10	5	1	2	0	0	2	4	
1	1	5	13	11	1	1	5	1	6	1	1	1	1	
1	3	0	1	2	7	3	3	5	1	2	9	0	0	
