1	24	29	12	22	7	1	43	9	1	0	2	2	7	
6	23	17	40	8	15	14	14	1	0	7	2	0	6	
3	8	19	8	29	19	2	7	25	1	4	1	6	0	
0	5	4	5	5	10	5	4	2	0	0	4	6	7	
0	4	14	22	5	5	31	10	4	4	7	7	2	2	
4	19	11	1	10	2	1	27	7	4	4	8	11	1	
16	13	23	5	9	4	2	15	3	3	2	2	1	3	
9	1	10	22	11	24	1	4	11	3	1	0	1	2	
18	1	9	7	15	14	17	9	1	4	8	2	5	5	
3	0	1	0	0	0	0	0	0	0	0	0	0	1	
0	4	1	0	1	1	0	1	0	0	0	4	0	0	
1	0	0	0	1	3	0	2	0	0	0	2	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	1	2	1	4	0	5	1	0	0	3	1	0	
5	13	1	0	0	2	13	0	0	0	0	1	0	2	
15	17	1	35	27	23	25	8	0	3	1	0	5	2	
22	2	24	20	0	7	22	26	2	0	0	0	2	2	
14	6	13	0	14	2	34	36	0	2	4	0	3	7	
5	24	3	17	23	11	19	60	2	3	8	3	2	3	
5	12	11	13	29	4	19	30	5	1	0	10	1	0	
15	27	34	17	12	2	38	11	3	1	1	5	5	0	
7	19	28	16	55	3	21	35	1	0	4	1	4	2	
0	22	19	19	16	14	0	21	0	4	3	4	0	5	
25	5	0	15	44	17	3	29	13	13	10	12	23	12	
