5	21	22	23	13	2	13	25	1	11	1	3	3	2	
3	3	31	19	7	10	18	25	3	5	4	11	2	10	
13	7	15	12	1	12	4	11	7	1	1	5	1	2	
6	26	10	10	15	8	19	19	1	1	1	4	6	0	
5	10	2	3	13	2	2	9	4	1	3	6	5	10	
17	5	5	4	5	11	5	8	11	4	3	3	5	7	
3	11	19	10	32	1	10	29	6	1	7	1	2	7	
10	2	14	9	31	11	7	17	27	2	0	1	12	0	
5	9	8	0	2	12	8	9	13	4	0	3	8	2	
3	2	0	0	2	8	2	1	1	2	0	1	1	1	
2	3	0	0	1	2	0	0	1	1	0	0	0	1	
3	0	0	1	3	0	0	0	1	0	0	0	1	0	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	
1	1	2	1	0	6	3	0	0	0	2	0	1	0	
2	2	0	0	0	0	14	0	0	0	0	2	0	0	
16	5	14	24	18	11	12	4	1	5	2	3	6	0	
4	21	11	27	22	2	23	9	4	3	4	4	3	2	
18	24	4	21	1	11	12	28	4	3	5	2	4	0	
4	22	3	26	34	2	11	15	0	0	5	0	4	5	
13	8	13	21	7	2	18	31	7	0	4	0	3	0	
15	21	12	6	5	0	12	41	0	3	4	1	2	2	
0	20	37	10	26	7	17	52	2	6	0	3	5	1	
20	13	38	28	29	19	39	12	5	0	0	2	10	2	
13	16	20	34	62	20	24	43	1	6	9	9	10	3	
