1	13	13	26	2	9	3	12	9	7	3	0	10	5	
0	6	36	7	29	20	11	20	7	4	3	6	10	5	
12	11	9	15	30	10	31	18	6	2	1	8	6	1	
6	12	14	3	16	10	2	0	1	2	4	6	11	5	
8	2	5	4	2	9	4	21	0	1	2	2	8	5	
1	27	14	3	24	3	23	11	3	1	1	6	1	0	
4	7	21	4	25	8	7	16	0	1	1	8	0	14	
2	20	7	11	15	11	11	27	34	3	1	0	5	0	
12	7	13	1	7	4	2	18	2	3	4	1	0	2	
1	2	0	0	0	3	2	0	0	0	0	1	0	2	
1	4	0	3	0	1	0	0	2	0	0	0	0	0	
1	0	0	0	2	0	1	1	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	0	1	0	1	1	0	0	0	2	0	0	
2	3	4	0	1	1	4	0	0	0	0	0	0	0	
12	19	18	7	24	9	22	13	3	5	0	1	3	2	
21	14	3	22	41	4	23	56	6	2	6	0	3	0	
12	0	24	8	9	10	17	18	1	0	2	4	9	3	
8	27	1	18	9	2	7	26	3	2	1	0	4	3	
4	14	16	28	47	1	16	3	1	2	0	2	3	1	
2	9	16	31	26	0	49	21	4	3	4	2	2	0	
23	18	46	27	8	9	41	39	1	1	1	4	16	3	
10	19	40	19	31	3	19	20	5	7	0	0	6	2	
14	31	2	11	16	23	3	30	9	12	14	15	4	7	
