0	20	5	8	10	38	25	31	27	1	3	1	2	6	
23	8	26	23	72	34	6	66	5	10	5	6	0	18	
10	11	23	26	30	12	10	17	19	0	5	6	1	8	
3	10	14	2	4	10	13	2	10	4	4	4	0	1	
0	10	31	22	16	11	0	28	12	2	1	4	0	5	
0	17	5	0	6	3	13	6	23	1	1	4	2	4	
4	8	15	3	29	16	1	5	23	1	4	3	5	0	
0	16	11	0	11	2	5	1	1	3	1	4	1	3	
2	5	5	32	5	28	7	21	38	1	4	11	7	4	
0	2	3	11	18	18	1	4	50	6	0	8	0	1	
0	3	3	2	0	19	16	4	6	4	0	1	0	4	
2	23	16	8	18	14	8	3	11	1	7	2	14	1	
8	37	0	4	6	5	6	7	0	2	2	2	4	2	
1	1	16	2	0	6	0	1	2	1	1	0	6	7	
2	7	0	0	4	9	10	4	4	0	1	5	1	3	
8	37	16	8	29	10	16	23	0	6	3	2	11	0	
10	7	15	8	13	11	3	19	3	0	4	4	7	1	
11	4	15	18	13	2	9	15	0	3	2	2	3	2	
1	6	2	23	2	0	2	39	2	0	1	0	3	3	
12	11	11	1	7	11	3	35	1	1	0	2	4	0	
8	1	15	19	4	3	28	1	0	1	0	2	0	0	
4	5	0	2	22	2	5	1	1	2	2	0	3	0	
0	16	1	0	0	3	20	0	0	0	0	4	0	2	
2	5	19	0	0	3	10	0	0	1	0	0	3	2	
