0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	14	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	9	0	0	0	0	0	
0	0	0	0	0	0	0	171	9	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	46	268	178	0	0	0	0	0	16	0	0	0	0	
49	0	0	10	0	0	0	0	0	0	0	0	0	0	
33	194	0	17	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	8	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	81	0	108	11	2	0	0	0	0	
0	0	0	0	0	17	243	0	28	10	0	0	0	0	
94	0	0	0	0	0	0	0	0	0	0	63	0	0	
0	0	0	30	0	33	31	0	0	0	0	0	23	0	
8	48	0	0	232	4	0	0	0	0	0	0	0	0	
5	0	0	0	108	0	0	0	0	13	0	0	0	13	
0	0	0	0	0	0	0	110	0	0	0	1	72	0	
0	0	0	16	0	4	0	0	0	7	42	0	3	43	
0	0	0	28	0	17	0	0	0	10	16	2	3	0	
0	0	0	0	0	2	0	0	0	0	0	0	0	0	
