8	38	18	26	18	22	17	16	1	2	3	1	4	10	
0	11	10	21	13	7	23	38	9	15	2	7	2	2	
4	16	5	31	40	16	7	32	3	1	0	1	1	0	
12	10	18	32	11	4	11	18	0	0	0	3	6	0	
0	1	4	6	17	9	18	10	0	2	6	0	3	2	
0	11	34	4	16	6	5	5	2	1	2	1	6	2	
0	6	5	13	7	5	3	25	3	2	4	3	6	8	
11	19	7	9	3	14	8	19	9	0	2	13	0	5	
9	6	2	3	5	6	15	26	5	0	2	1	4	3	
0	2	0	2	3	3	3	1	0	0	0	1	2	0	
0	0	1	1	1	0	0	6	1	0	1	1	2	2	
1	3	0	1	1	3	2	0	0	0	0	0	2	0	
0	0	1	0	2	0	0	0	0	0	0	0	0	0	
0	3	0	0	0	0	2	3	0	0	0	0	0	1	
1	1	0	0	0	1	9	0	0	0	1	4	1	0	
14	13	6	6	21	9	15	5	2	4	1	5	1	3	
13	10	1	9	24	6	28	20	5	1	1	0	0	1	
0	22	19	38	10	9	22	31	2	2	5	7	5	0	
9	18	23	18	19	3	8	48	2	7	2	5	6	2	
9	9	29	11	33	8	20	37	0	3	5	3	11	2	
0	31	31	9	2	4	9	9	3	3	2	4	2	2	
23	4	12	24	35	12	33	19	3	3	2	2	10	0	
21	31	10	20	13	11	1	20	1	2	1	2	5	0	
21	16	2	25	51	15	15	33	2	15	5	10	19	6	
